"","Carpinteria.interaction.type","Carpinteria.con.taxonomy","Carpinteria.con.taxonomy.level","Carpinteria.con.common","Carpinteria.con.lifestage","Carpinteria.res.taxonomy","Carpinteria.res.taxonomy.level","Carpinteria.res.common","Carpinteria.res.lifestage","Carpinteria.con_taxon_id","Carpinteria.res_taxon_id"
"2028","predacious","Anas cyanoptera","species","Cinnamon Teal","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",9,7
"2029","predacious","Anas crecca","species","Green-winged Teal","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",8,7
"2030","predacious","Anas americana","species","American Wigeon","adults","Acteocina inculta","species","Acteocina inculta","adults",7,4
"2031","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Acteocina inculta","species","Acteocina inculta","adults",67,4
"2032","predacious","Anas discors","species","Blue-winged Teal","adults","Acteocina inculta","species","Acteocina inculta","adults",10,4
"2033","predacious","Anas cyanoptera","species","Cinnamon Teal","adults","Acteocina inculta","species","Acteocina inculta","adults",9,4
"2034","predacious","Anas crecca","species","Green-winged Teal","adults","Acteocina inculta","species","Acteocina inculta","adults",8,4
"2035","predacious","Anas platyrhynchos","species","Mallard","adults","Ephydra","genus","Ephydra","larvae",11,45
"2036","predacious","Charadrius semipalmatus","species","Semipalmated Plover","adults","Carinoma mutabilis","species","Carinoma mutabilis","adults",28,25
"2037","predacious","Anas americana","species","American Wigeon","adults","Ephydra","genus","Ephydra","larvae",7,45
"2038","predacious","Charadrius semipalmatus","species","Semipalmated Plover","adults","Capitella capitata","species","Capitella capitata","adults",28,23
"2039","predacious","Charadrius semipalmatus","species","Semipalmated Plover","adults","Polydora nuchalis","species","Polydora nuchalis","adults",28,95
"2040","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Ephydra","genus","Ephydra","larvae",67,45
"2041","predacious","Anas discors","species","Blue-winged Teal","adults","Ephydra","genus","Ephydra","larvae",10,45
"2042","predacious","Anas cyanoptera","species","Cinnamon Teal","adults","Ephydra","genus","Ephydra","larvae",9,45
"2043","predacious","Anas crecca","species","Green-winged Teal","adults","Ephydra","genus","Ephydra","larvae",8,45
"2044","predacious","Anas platyrhynchos","species","Mallard","adults","Cerithidea californica","species","California Horn Snail","adults",11,29
"2045","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Cerithidea californica","species","California Horn Snail","adults",67,29
"2046","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Macoma nasuta","species","Bent-nosed Clam","adults",67,67
"2047","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Macoma secta","species","White Sand Macoma","adults",67,68
"2048","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",56,57
"2049","predacious","Macoma secta","species","White Sand Macoma","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",57,57
"2050","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",64,57
"2051","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",83,57
"2052","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",89,57
"2053","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",93,57
"2054","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",94,57
"2055","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","cercaria",95,57
"2056","predacious","Anas americana","species","American Wigeon","adults","Salicornia virginica","species","Pickleweed","adults",7,105
"2057","predacious","Anas discors","species","Blue-winged Teal","adults","Salicornia virginica","species","Pickleweed","adults",10,105
"2058","predacious","Anas cyanoptera","species","Cinnamon Teal","adults","Salicornia virginica","species","Pickleweed","adults",9,105
"2059","predacious","Anas crecca","species","Green-winged Teal","adults","Salicornia virginica","species","Pickleweed","adults",8,105
"2060","predacious","Anas platyrhynchos","species","Mallard","adults","Distichlis spicata","species","Salt Grass","adults",11,41
"2061","predacious","Anas platyrhynchos","species","Mallard","adults","Frankenia salina","species","Alkali Heath","adults",11,47
"2062","predacious","Anas platyrhynchos","species","Mallard","adults","Jaumea carnosa","species","Fleshy Jaumea","adults",11,58
"2063","predacious","Anas platyrhynchos","species","Mallard","adults","Limonium californicum","species","California Sea Lavender","adults",11,65
"2064","predacious","Anas platyrhynchos","species","Mallard","adults","Monanthocloe littoralis","species","Shore Grass","adults",11,74
"2065","predacious","Anas platyrhynchos","species","Mallard","adults","Salicornia virginica","species","Pickleweed","adults",11,105
"2066","predacious","Anas platyrhynchos","species","Mallard","adults","Cordylanthus maritimus","species","Salt Marsh Bird's Beak","adults",11,35
"2067","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Distichlis spicata","species","Salt Grass","adults",67,41
"2068","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Frankenia salina","species","Alkali Heath","adults",67,47
"2069","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Jaumea carnosa","species","Fleshy Jaumea","adults",67,58
"2070","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Monanthocloe littoralis","species","Shore Grass","adults",67,74
"2071","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Salicornia virginica","species","Pickleweed","adults",67,105
"2072",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","larvae",1,107
"2073",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","metacercaria",1,100
"2074","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",1,17
"2075","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",1,87
"2076","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",1,34
"2077","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Renicola buchanani","species","Renicola buchanani","cercaria",1,102
"2078",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Renicola cerithidicola","species","Renicola cerithidicola","metacercaria",1,103
"2079","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",1,2
"2080","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",1,86
"2081",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Phocitremoides ovale","species","Phocitremoides ovale","metacercaria",1,89
"2082",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Stictodora hancocki","species","Stictodora hancocki","metacercaria",1,109
"2083","predacious","Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",1,55
"2084",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","metacercaria",1,73
"2085",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Maritrema sp.","genus","Maritrema sp.","metacercaria",1,69
"2086",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Gyrodactylus sp.","genus","Gyrodactylus sp.","adults",1,52
"2087",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Carcinonemertes sp.","species","Carcinonemertes sp.","adults",1,24
"2088",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","adults",1,57
"2089",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Portunion conformis","species","Portunion conformis","adults",1,96
"2090",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Picornavirus","genus","virus","adults",1,90
"2091",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Trichodina sp.","genus","Trichodina sp.","adults",1,115
"2092",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Henneguya","genus","Henneguya","adults",1,54
"2093",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Glossocercus sp.","genus","Glossocercus sp.","procercoid",1,51
"2094",NA,"Acanthogobius flavimanus","species","Yellow-fin Goby","adults","Orthione griffenis","species","Orthione griffinis","larvae",1,81
"2095",NA,"Atherinops affinis","species","Topsmelt","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","larvae",15,107
"2096","predacious","Atherinops affinis","species","Topsmelt","adults","Capitella capitata","species","Capitella capitata","larvae",15,23
"2097","predacious","Atherinops affinis","species","Topsmelt","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",15,95
"2098","predacious","Atherinops affinis","species","Topsmelt","adults","Cryptomya californica","species","California Softshell Clam","larvae",15,37
"2099","predacious","Atherinops affinis","species","Topsmelt","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",15,67
"2100","predacious","Atherinops affinis","species","Topsmelt","adults","Macoma secta","species","White Sand Macoma","larvae",15,68
"2101","predacious","Atherinops affinis","species","Topsmelt","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",15,75
"2102","predacious","Atherinops affinis","species","Topsmelt","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",15,79
"2103","predacious","Atherinops affinis","species","Topsmelt","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",15,99
"2104","predacious","Atherinops affinis","species","Topsmelt","adults","Saxidomus nuttalli","species","Butter Clam","larvae",15,106
"2105","predacious","Atherinops affinis","species","Topsmelt","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",15,110
"2106","predacious","Atherinops affinis","species","Topsmelt","adults","Tagelus californianus","species","California Jackknife Clam","larvae",15,111
"2107","predacious","Atherinops affinis","species","Topsmelt","adults","Tagelus subteres","species","Lesser Tagelus","larvae",15,112
"2108",NA,"Atherinops affinis","species","Topsmelt","adults","Hysterolecitha trilocalis","species","Hysterolecitha trilocalis","metacercaria",15,57
"2109",NA,"Atherinops affinis","species","Topsmelt","adults","Glossocercus sp.","genus","Glossocercus sp.","procercoid",15,51
"2110",NA,"Atherinops affinis","species","Topsmelt","adults","Orthione griffenis","species","Orthione griffinis","larvae",15,81
"2111",NA,"Clevelandia ios","species","Arrow Goby","adults","Spirocamallanus pereirae","species","Spirocamallanus pereirae","larvae",30,107
"2112",NA,"Clevelandia ios","species","Arrow Goby","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",30,100
"2113","predacious","Clevelandia ios","species","Arrow Goby","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",30,103
"2114","predacious","Clevelandia ios","species","Arrow Goby","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",30,69
"2115","predacious","Clevelandia ios","species","Arrow Goby","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",30,97
"2116",NA,"Clevelandia ios","species","Arrow Goby","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",30,89
"2117","predacious","Clevelandia ios","species","Arrow Goby","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",30,17
"2118","predacious","Clevelandia ios","species","Arrow Goby","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",30,46
"2119","predacious","Clevelandia ios","species","Arrow Goby","adults","Renicola sp.","genus","Renicola sp.","cercaria",30,104
